Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales_Increased,Labour_Cost,Product_Cost,Maintenance_Cost,Profit,Temperature_Celsius
10,2011-02-18,2106934.55,0,61.77,3.43,127.99525,8.744,2254419.9685,602583.2812999999,821704.4745,261259.88419999997,421386.9099999999,16.53888888888889
10,2011-02-25,1967996.71,0,53.59,3.398,128.13,8.744,2105756.4797,562847.05906,767518.7169,244031.59204,393599.34199999995,11.994444444444447
10,2011-03-04,1958003.19,0,56.96,3.674,128.26475,8.744,2095063.4133000001,559988.9123399999,763621.2441,242792.39556,391600.6379999998,13.866666666666667
10,2011-03-11,1933469.15,0,64.22,3.63,128.3995,8.744,2068811.9905,552972.1769,754052.9685,239750.1746,386693.8300000001,17.9
10,2011-03-18,1884734.31,0,70.12,3.892,128.5121935,8.744,2016665.7117,539034.01266,735046.3809,233707.05444,376946.86199999996,21.17777777777778
10,2011-03-25,1815798.85,0,62.53,3.716,128.6160645,8.744,1942904.7695000002,519318.47109999997,708161.5515000001,225159.05740000002,363159.77,16.961111111111112
10,2011-04-01,1827733.18,0,67.64,3.772,128.7199355,8.494,1955674.5026,522731.68947999994,712815.9402,226638.91431999998,365546.6360000002,19.799999999999997
10,2011-04-08,1870720.73,0,73.03,3.818,128.8238065,8.494,2001671.1811000002,535026.1287799999,729581.0847,231969.37052,374144.1460000002,22.794444444444444
10,2011-04-15,1781767.22,0,61.05,4.089,128.9107333,8.494,1906490.9254,509585.42491999996,694889.2158,220939.13528,356353.4439999999,16.13888888888889
10,2011-04-22,2004831.14,0,75.93,3.917,128.9553,8.494,2145169.3198,573381.70604,781884.1446,248599.06136,400966.2280000001,24.40555555555556
10,2011-04-29,1873646.34,0,73.38,4.151,128.9998667,8.494,2004801.5838000001,535862.85324,730722.0726000001,232332.14616,374729.2679999999,22.988888888888887
10,2011-05-06,1841369.99,0,73.56,4.193,129.0444333,8.494,1970265.8893000002,526631.8171399999,718134.2961,228329.87876,368273.99800000014,23.08888888888889
10,2011-05-13,1712995.44,0,74.04,4.202,129.089,8.494,1832905.1208000001,489916.69583999994,668068.2216,212411.43456,342599.088,23.35555555555556
10,2011-05-20,1720908.01,0,72.62,3.99,129.0756774,8.494,1841371.5707,492179.69086,671154.1239,213392.59324,344181.60199999996,22.56666666666667
10,2011-05-27,1743000.38,0,78.62,3.933,129.0623548,8.494,1865010.4066,498498.10867999995,679770.1481999999,216132.04711999997,348600.0760000001,25.900000000000002
10,2011-06-03,1792210.89,0,81.87,3.893,129.0490323,8.494,1917665.6523,512572.31453999993,698962.2471,222234.15036,358442.17799999984,27.70555555555556
10,2011-06-10,1740063.1,0,84.57,3.981,129.0357097,8.494,1861867.5170000002,497658.0466,678624.609,215767.8244,348012.6199999999,29.205555555555552
10,2011-06-17,1817934.76,0,87.96,3.935,129.0432,8.494,1945190.1932,519929.34135999996,708994.5564,225423.91024,363586.9519999998,31.088888888888885
10,2011-06-24,1711813.13,0,90.69,3.807,129.0663,8.494,1831640.0491,489578.5551799999,667607.1207,212264.82812,342362.62599999993,32.605555555555554
10,2011-07-01,1751369.75,0,95.36,3.842,129.0894,8.257,1873965.6325,500891.7485,683034.2025,217169.849,350273.9500000002,35.2
10,2011-07-08,1699708.38,0,88.57,3.793,129.1125,8.257,1818687.9666,486116.5966799999,662886.2681999999,210763.83912,339941.6760000002,31.427777777777774
10,2011-07-15,1775068.4,0,86.01,3.779,129.1338387,8.257,1899323.188,507669.56239999994,692276.676,220108.4816,355013.67999999993,30.005555555555556
10,2011-07-22,1774342.61,0,88.59,3.697,129.1507742,8.257,1898546.5927000002,507461.98646,691993.6179000001,220018.48364000002,354868.5220000001,31.438888888888894
10,2011-07-29,1745841.33,0,86.75,3.694,129.1677097,8.257,1868050.2231000003,499310.62038,680878.1187000001,216484.32492,349168.2659999998,30.416666666666668
10,2011-08-05,1886299.98,0,89.8,3.803,129.1846452,8.257,2018340.9786,539481.7942799999,735656.9922,233901.19752,377259.9960000003,32.111111111111114
10,2011-08-12,1917397.63,0,85.61,3.794,129.2015806,8.257,2051615.4641,548375.7221799999,747785.0756999999,237757.30612,383479.52599999984,29.783333333333335
10,2011-08-19,1954849.68,0,87.4,3.743,129.2405806,8.257,2091689.1576,559087.00848,762391.3752,242401.36031999998,390969.936,30.77777777777778
10,2011-08-26,1728399.07,0,91.59,3.663,129.2832581,8.257,1849387.0049000003,494322.13402,674075.6373000001,214321.48468,345679.814,33.10555555555556
10,2011-09-02,1758587.35,0,91.61,3.798,129.3259355,8.257,1881688.4645000002,502955.98209999996,685849.0665000001,218064.8314,351717.47,33.11666666666667
10,2011-09-09,1670579.82,1,89.06,3.771,129.3686129,8.257,1787520.4074000001,477785.82852,651526.1298,207151.89768,334115.96400000015,31.700000000000003
10,2011-09-16,1650894.3,0,77.49,3.784,129.4306,8.257,1766456.901,472155.76979999995,643848.777,204710.8932,330178.8600000001,25.272222222222222
10,2011-09-23,1685910.53,0,82.51,3.789,129.5183333,8.257,1803924.2671,482170.41157999996,657505.1067,209052.90572,337182.10600000015,28.061111111111114
10,2011-09-30,1627707.31,0,82.27,3.877,129.6060667,8.257,1741646.8217000002,465524.29066,634805.8509000001,201835.70644,325541.4619999998,27.927777777777774
10,2011-10-07,1788227.6,0,75.01,3.827,129.6938,7.874,1913403.5320000001,511433.09359999996,697408.7640000001,221740.2224,357645.52,23.894444444444446
10,2011-10-14,1704753.02,0,70.27,3.698,129.7706452,7.874,1824085.7314000002,487559.36371999996,664853.6778000001,211389.37448,340950.60400000005,21.261111111111106
10,2011-10-21,1745928.56,0,77.91,3.842,129.7821613,7.874,1868143.5592000003,499335.56815999997,680912.1384,216495.14144,349185.71200000006,25.505555555555553
10,2011-10-28,1771792.97,0,72.79,3.843,129.7936774,7.874,1895818.4779,506732.7894199999,690999.2583,219702.32828,354358.59400000004,22.661111111111115
10,2011-11-04,1904438.59,0,68.57,3.828,129.8051935,7.874,2037749.2913000002,544669.43674,742731.0501000001,236150.38516,380887.7179999999,20.316666666666663
10,2011-11-11,2076570.84,0,55.28,3.677,129.8167097,7.874,2221930.7988,593899.26024,809862.6276,257494.78416,415314.16800000006,12.933333333333334
10,2011-11-18,1869087.85,0,58.97,3.669,129.8268333,7.874,1999923.9995000002,534559.1251,728944.2615,231766.8934,373817.5700000003,14.983333333333333
10,2011-11-25,2950198.64,1,60.68,3.76,129.8364,7.874,3156712.5448000003,843756.81104,1150577.4696000002,365824.63136,590039.7280000001,15.933333333333334
10,2011-12-02,2068097.18,0,57.29,3.701,129.8459667,7.874,2212863.9826,591475.7934799999,806557.9002,256444.05031999998,413619.436,14.049999999999999
10,2011-12-09,2429310.9,0,42.58,3.644,129.8555333,7.874,2599362.663,694782.9173999999,947431.251,301234.5516,485862.18000000017,5.877777777777776
10,2011-12-16,2555031.18,0,50.53,3.489,129.8980645,7.874,2733883.3626,730738.91748,996462.1602,316823.86632000003,511006.23600000003,10.294444444444444
10,2011-12-23,3487986.89,0,48.36,3.541,129.9845484,7.874,3732145.9723000005,997564.2505399999,1360314.8871000002,432510.37436,697597.378,9.088888888888889
10,2011-12-30,1930690.37,1,48.92,3.428,130.0710323,7.874,2065838.6959000002,552177.44582,752969.2443,239405.60588000002,386138.07400000026,9.4
10,2012-01-06,1683401.78,0,59.85,3.443,130.1575161,7.545,1801239.9046000002,481452.90907999995,656526.6942,208741.82072,336680.35600000015,15.472222222222221
10,2012-01-13,1711562.73,0,51.0,3.477,130.244,7.545,1831372.1211,489506.94077999995,667509.4647,212233.77852,342312.5460000001,10.555555555555555
10,2012-01-20,1675562.94,0,54.51,3.66,130.2792258,7.545,1792852.3458,479211.00083999994,653469.5466,207769.80456,335112.588,12.505555555555553
10,2012-01-27,1632406.0,0,53.59,3.675,130.3144516,7.545,1746674.4200000002,466868.116,636638.34,202418.344,326481.19999999995,11.994444444444447
10,2012-02-03,1867403.01,0,56.85,3.543,130.3496774,7.545,1998121.2207000002,534077.2608599999,728287.1739,231557.97324,373480.60199999996,13.805555555555555
10,2012-02-10,2218595.8,1,55.73,3.722,130.3849032,7.545,2373897.506,634518.3987999998,865252.362,275105.87919999997,443719.16000000015,13.18333333333333
10,2012-02-17,2168709.76,0,54.12,3.781,130.4546207,7.545,2320519.4432,620250.9913599999,845796.8063999999,268920.01024,433741.95200000005,12.288888888888888
10,2012-02-24,2039415.74,0,56.02,3.95,130.5502069,7.545,2182174.8418,583272.9016399999,795372.1386000001,252887.55176,407883.14800000004,13.344444444444447
10,2012-03-02,1990371.02,0,57.62,3.882,130.6457931,7.545,2129696.9914,569246.1117199999,776244.6978000001,246806.00648,398074.2039999999,14.233333333333333
10,2012-03-09,1917483.1,0,57.65,3.963,130.7413793,7.545,2051706.9170000001,548400.1666,747818.4090000001,237767.9044,383496.6200000001,14.25
10,2012-03-16,1930814.66,0,62.11,4.273,130.8261935,7.545,2065971.6862,552212.9927599999,753017.7174,239421.01784,386162.93200000026,16.727777777777778
10,2012-03-23,1837457.69,0,56.54,4.288,130.8966452,7.545,1966079.7283,525512.8993399999,716608.4991,227844.75355999998,367491.5380000002,13.633333333333333
10,2012-03-30,1815760.42,0,67.92,4.294,130.9670968,7.545,1942863.6494,519307.48011999996,708146.5638,225154.29207999998,363152.0839999998,19.95555555555556
10,2012-04-06,2163384.17,0,65.99,4.282,131.0375484,7.382,2314821.0619,618727.8726199999,843719.8263,268259.63708,432676.83400000003,18.883333333333333
10,2012-04-13,1974687.51,0,70.28,4.254,131.108,7.382,2112915.6357,564760.62786,770128.1289,244861.25124,394937.5020000001,21.266666666666666
10,2012-04-20,1777166.53,0,67.75,4.111,131.1173333,7.382,1901568.1871000002,508269.62758,693094.9467000001,220368.64972000002,355433.30599999987,19.86111111111111
10,2012-04-27,1712987.56,0,80.11,4.088,131.1266667,7.382,1832896.6892000001,489914.44216,668065.1484000001,212410.45744,342597.5120000001,26.727777777777778
10,2012-05-04,1821364.42,0,77.02,4.058,131.136,7.382,1948859.9294,520910.2241199999,710332.1238,225849.18808,364272.8840000001,25.011111111111106
10,2012-05-11,1792345.3,0,76.03,4.186,131.1453333,7.382,1917809.4710000001,512610.7558,699014.667,222250.8172,358469.06000000006,24.461111111111112
10,2012-05-18,1795152.73,0,85.19,4.308,131.0983226,7.382,1920813.4211000002,513413.68077999994,700109.5647,222598.93852,359030.54599999986,29.549999999999997
10,2012-05-25,1830939.1,0,86.03,4.127,131.0287742,7.382,1959104.8370000003,523648.58259999997,714066.2490000001,227036.44840000002,366187.81999999983,30.016666666666666
10,2012-06-01,1767471.48,0,80.06,4.277,130.9592258,7.382,1891194.4836000002,505496.84328,689313.8772,219166.46352,353494.2960000001,26.700000000000003
10,2012-06-08,1840491.41,0,86.87,4.103,130.8896774,7.382,1969325.8087,526380.54326,717791.6499,228220.93484,368098.2820000001,30.483333333333334
10,2012-06-15,1811562.88,0,88.58,4.144,130.8295333,7.382,1938372.2816,518106.98367999995,706509.5231999999,224633.79711999997,362312.5760000001,31.43333333333333
10,2012-06-22,1755334.18,0,89.92,4.014,130.7929,7.382,1878207.5726,502025.57547999994,684580.3302,217661.43832,351066.8360000001,32.17777777777778
10,2012-06-29,1707481.9,0,91.36,3.875,130.7562667,7.382,1827005.633,488339.82339999994,665917.941,211727.75559999997,341496.3799999999,32.97777777777778
10,2012-07-06,1805999.79,0,86.87,3.666,130.7196333,7.17,1932419.7753,516515.93993999995,704339.9181,223943.97396,361199.9580000001,30.483333333333334
10,2012-07-13,1765571.91,0,89.8,3.723,130.683,7.17,1889161.9437,504953.56625999993,688573.0449,218930.91684,353114.382,32.111111111111114
10,2012-07-20,1869967.03,0,84.45,3.589,130.7012903,7.17,2000864.7221000001,534810.5705799999,729287.1417,231875.91172,373993.40599999996,29.13888888888889
10,2012-07-27,1817603.66,0,83.98,3.769,130.7195806,7.17,1944835.9162,519834.6467599999,708865.4274,225382.85384,363520.7320000001,28.87777777777778
10,2012-08-03,1939440.09,0,84.76,3.595,130.737871,7.17,2075200.8963000001,554679.8657399999,756381.6351000001,240490.57116000002,387888.01800000016,29.311111111111114
10,2012-08-10,1880436.94,0,90.78,3.811,130.7561613,7.17,2012067.5258,537804.9648399999,733370.4066,233174.18055999998,376087.38800000004,32.65555555555555
10,2012-08-17,1827797.4,0,88.83,4.002,130.7909677,7.17,1955743.218,522750.05639999994,712840.986,226646.87759999998,365559.48,31.57222222222222
10,2012-08-24,1764984.15,0,82.5,4.055,130.8381613,7.17,1888533.0405000001,504785.46689999994,688343.8184999999,218858.03459999998,352996.8300000001,28.055555555555557
10,2012-08-31,1650285.54,0,86.97,3.886,130.8853548,7.17,1765805.5278,471981.66443999996,643611.3606,204635.40696,330057.108,30.53888888888889
10,2012-09-07,1708283.28,1,83.07,4.124,130.9325484,7.17,1827863.1096,488569.01807999995,666230.4792000001,211827.12672,341656.65599999996,28.37222222222222
10,2012-09-14,1640168.99,0,78.47,3.966,130.9776667,7.17,1754980.8193,469088.33113999997,639665.9061,203380.95476,328033.7980000002,25.816666666666666
10,2012-09-21,1671857.57,0,81.93,4.125,131.0103333,7.17,1788887.5999000003,478151.26502,652024.4523,207310.33868000002,334371.51399999997,27.738888888888894
10,2012-09-28,1694862.41,0,82.52,3.966,131.043,7.17,1813502.7787,484730.6492599999,660996.3399,210162.93884,338972.4820000001,28.066666666666663
10,2012-10-05,1758971.38,0,80.88,4.132,131.0756667,6.943,1882099.3766,503065.81467999995,685998.8382,218112.45111999998,351794.27600000007,27.15555555555555
10,2012-10-12,1713889.11,0,76.03,4.468,131.1083333,6.943,1833861.3477000003,490172.28546,668416.7529000001,212522.24964000002,342777.8219999999,24.461111111111112
10,2012-10-19,1734834.82,0,72.71,4.449,131.1499677,6.943,1856273.2574000002,496162.75852,676585.5798000001,215119.51768000002,346966.9639999999,22.61666666666666
10,2012-10-26,1744349.05,0,70.5,4.301,131.1930968,6.943,1866453.4835,498883.8283,680296.1295,216299.28220000002,348869.81000000006,21.38888888888889
11,2010-02-05,1528008.64,0,46.04,2.572,214.4248812,7.368,1634969.2448,437010.4710399999,595923.3696,189473.07135999997,305601.7280000001,7.799999999999999
11,2010-02-12,1574684.08,1,48.01,2.548,214.5747916,7.368,1684911.9656000002,450359.64687999996,614126.7912000001,195260.82592,314936.8160000001,8.894444444444442
11,2010-02-19,1503298.7,0,48.3,2.514,214.6198868,7.368,1608529.609,429943.42819999997,586286.493,186409.03879999998,300659.74,9.055555555555554
11,2010-02-26,1336404.65,0,52.79,2.561,214.6475127,7.368,1429952.9755,382211.7298999999,521197.8135,165714.17659999998,267280.93000000017,11.549999999999999
11,2010-03-05,1426622.65,0,53.96,2.625,214.6751386,7.368,1526486.2355,408014.0778999999,556382.8335,176901.20859999998,285324.53,12.200000000000001
11,2010-03-12,1331883.16,0,64.1,2.667,214.7027646,7.368,1425114.9812,380918.58375999995,519434.4324,165153.51184,266376.632,17.83333333333333
11,2010-03-19,1364207.0,0,61.51,2.72,214.5301219,7.368,1459701.49,390163.202,532040.73,169161.668,272841.3999999999,16.394444444444442
11,2010-03-26,1245624.27,0,58.09,2.732,214.3241011,7.368,1332817.9689000002,356248.54121999996,485793.46530000004,154457.40948,249124.85399999993,14.494444444444447
11,2010-04-02,1446210.26,0,66.16,2.719,214.1180803,7.343,1547444.9782,413616.13435999997,564022.0014000001,179330.07224,289242.0519999999,18.977777777777774
11,2010-04-09,1470308.32,0,69.57,2.77,213.9120595,7.343,1573229.9024000003,420508.17952,573420.2448000001,182318.23168,294061.6639999999,20.87222222222222
11,2010-04-16,1323243.35,0,67.81,2.808,213.7726889,7.343,1415870.3845000002,378447.5981,516064.90650000004,164082.1754,264648.6699999999,19.894444444444446
11,2010-04-23,1283766.55,0,68.37,2.795,213.7221852,7.343,1373630.2085000002,367157.23329999996,500668.95450000005,159187.0522,256753.31000000006,20.20555555555556
11,2010-04-30,1239766.89,0,71.13,2.78,213.6716815,7.343,1326550.5722999999,354573.33053999994,483509.0871,153731.09436,247953.37800000003,21.738888888888887
11,2010-05-07,1312329.78,0,75.57,2.835,213.6211778,7.343,1404192.8646000002,375326.31707999995,511808.6142,162728.89272,262465.956,24.205555555555552
11,2010-05-14,1266796.13,0,77.64,2.854,213.6196139,7.343,1355471.8591,362303.69317999994,494050.49069999997,157082.72011999998,253359.22600000002,25.355555555555554
11,2010-05-21,1271646.62,0,76.97,2.826,213.9116886,7.343,1360661.8834000002,363690.93332,495942.1818000001,157684.18088,254329.32400000002,24.983333333333334
11,2010-05-28,1264272.52,0,79.69,2.759,214.2037634,7.343,1352771.5964000002,361581.94071999996,493066.28280000004,156769.79248,252854.50399999996,26.494444444444444
11,2010-06-04,1396322.19,0,79.66,2.705,214.4958382,7.343,1494064.7433,399348.14634,544565.6541,173143.95156,279264.43799999985,26.477777777777774
11,2010-06-11,1339570.85,0,82.81,2.668,214.787913,7.343,1433340.8095000002,383117.2631,522432.6315000001,166106.78540000002,267914.17000000016,28.227777777777778
11,2010-06-18,1336522.92,0,84.13,2.637,214.7858259,7.343,1430079.5244,382245.55512,521243.9388,165728.84208,267304.5839999998,28.96111111111111
11,2010-06-25,1262025.08,0,84.5,2.653,214.6660741,7.343,1350366.8356,360939.17287999997,492189.7812,156491.10992000002,252405.01600000006,29.166666666666668
11,2010-07-02,1302600.14,0,83.09,2.669,214.5463222,7.346,1393782.1498,372543.6400399999,508014.0546,161522.41736,260520.02800000005,28.383333333333336
11,2010-07-09,1280156.47,0,83.01,2.642,214.4265704,7.346,1369767.4229000001,366124.75041999994,499261.0233,158739.40228,256031.294,28.33888888888889
11,2010-07-16,1290609.54,0,84.9,2.623,214.4176476,7.346,1380952.2078000002,369114.32843999995,503337.72060000006,160035.58296,258121.90800000005,29.38888888888889
11,2010-07-23,1244390.03,0,84.57,2.608,214.5564968,7.346,1331497.3321,355895.54858,485312.1117,154304.36372,248878.00600000005,29.205555555555552
11,2010-07-30,1250178.89,0,83.26,2.64,214.695346,7.346,1337691.4123,357551.16253999993,487569.7671,155022.18235999998,250035.77799999993,28.477777777777778
11,2010-08-06,1369634.92,0,86.54,2.627,214.8341952,7.346,1465509.3644,391715.5871199999,534157.6187999999,169834.73007999998,273926.9840000002,30.300000000000004
11,2010-08-13,1384339.1,0,87.73,2.692,214.9730444,7.346,1481242.8370000003,395920.9826,539892.2490000001,171658.0484,276867.82000000007,30.961111111111116
11,2010-08-20,1430192.37,0,88.93,2.664,214.9314191,7.346,1530305.8359000003,409035.01782,557775.0243,177343.85388,286038.47399999993,31.62777777777778
11,2010-08-27,1311263.07,0,87.7,2.619,214.8897938,7.346,1403051.4849,375021.23802,511392.5973,162596.62068,262252.61400000006,30.944444444444443
11,2010-09-03,1303914.27,0,84.94,2.577,214.8481685,7.346,1395188.2689,372919.48121999996,508526.5653,161685.36948,260782.85400000005,29.41111111111111
11,2010-09-10,1231428.46,1,81.93,2.565,214.8065431,7.346,1317628.4522,352188.53955999995,480257.0994,152697.12904,246285.69200000004,27.738888888888894
11,2010-09-17,1215676.31,0,83.04,2.582,214.8322484,7.346,1300773.6517,347683.42465999996,474113.76090000005,150743.86244,243135.2620000001,28.35555555555556
11,2010-09-24,1170103.25,0,77.36,2.624,214.9084516,7.346,1252010.4775,334649.52949999995,456340.2675,145092.80299999999,234020.65000000002,25.200000000000003
11,2010-10-01,1182490.46,0,75.11,2.603,214.9846548,7.564,1265264.7922,338192.27155999996,461171.2794,146628.81704,236498.09200000006,23.950000000000003
11,2010-10-08,1293472.8,0,68.71,2.633,215.060858,7.564,1384015.8960000002,369933.2208,504454.39200000005,160390.62720000002,258694.56000000006,20.39444444444444
11,2010-10-15,1175003.67,0,71.46,2.72,215.1293114,7.564,1257253.9269,336051.04961999995,458251.4313,145700.45507999999,235000.73399999994,21.922222222222217
11,2010-10-22,1169831.38,0,72.6,2.725,215.17839,7.564,1251719.5766,334571.7746799999,456234.23819999996,145059.09112,233966.27600000007,22.555555555555554
11,2010-10-29,1195036.0,0,74.21,2.716,215.2274686,7.564,1278688.52,341780.296,466064.04000000004,148184.464,239007.19999999995,23.449999999999996
11,2010-11-05,1332759.13,0,64.41,2.689,215.2765472,7.564,1426052.2691,381169.11117999995,519776.0607,165262.13212,266551.8259999999,18.005555555555553
11,2010-11-12,1281675.6,0,63.74,2.728,215.3256258,7.564,1371392.8920000002,366559.2216,499853.48400000005,158927.77440000002,256335.1200000001,17.633333333333336
11,2010-11-19,1292346.57,0,58.63,2.771,215.2074519,7.564,1382810.8299000002,369611.11902,504015.1623,160250.97468,258469.314,14.794444444444444
11,2010-11-26,1757242.51,1,69.9,2.735,215.0614025,7.564,1880249.4857,502571.35786,685324.5789000001,217898.07124,351448.5020000001,21.055555555555557
11,2010-12-03,1380522.64,0,55.9,2.708,214.9153531,7.564,1477159.2248,394829.47503999993,538403.8295999999,171184.80735999998,276104.52800000017,13.277777777777779
11,2010-12-10,1564516.43,0,53.33,2.843,214.7693037,7.564,1674032.5801000001,447451.6989799999,610161.4077,194000.03732,312903.2860000001,11.85
11,2010-12-17,1843971.15,0,54.63,2.869,214.704919,7.564,1973049.1305,527375.7488999999,719148.7485,228652.4226,368794.2300000002,12.572222222222223
11,2010-12-24,2306265.36,0,59.33,2.886,214.7017828,7.564,2467703.9352,659591.8929599999,899443.4904,285976.90463999996,461253.07200000016,15.18333333333333
11,2010-12-31,1172003.1,1,55.03,2.943,214.6986466,7.564,1254043.3170000003,335192.8866,457081.20900000003,145328.3844,234400.62,12.794444444444444
11,2011-01-07,1178905.44,0,54.43,2.976,214.6955104,7.551,1261428.8208,337166.95583999995,459773.1216,146184.27456,235781.088,12.461111111111112
11,2011-01-14,1194449.78,0,45.34,2.983,214.7470729,7.551,1278061.2646,341612.63707999996,465835.4142,148111.77272,238889.956,7.411111111111113
11,2011-01-21,1187776.19,0,51.51,3.016,215.1268275,7.551,1270920.5233,339703.99033999996,463232.7141,147284.24756,237555.2379999999,10.838888888888887
11,2011-01-28,1100418.69,0,51.04,3.01,215.5065821,7.551,1177447.9983,314719.74533999996,429163.2891,136451.91756,220083.738,10.577777777777776
11,2011-02-04,1422546.05,0,47.17,2.989,215.8863367,7.551,1522124.2735000001,406848.1703,554792.9595,176395.7102,284509.20999999996,8.427777777777779
11,2011-02-11,1419236.9,1,44.61,3.022,216.2660913,7.551,1518583.483,405901.7533999999,553502.391,175985.3756,283847.3800000001,7.0055555555555555
11,2011-02-18,1554747.15,0,61.5,3.045,216.5843571,7.551,1663579.4505,444657.68489999993,606351.3885,192788.64659999998,310949.43000000017,16.38888888888889
11,2011-02-25,1323999.36,0,68.74,3.065,216.8780275,7.551,1416679.3152000003,378663.81696,516359.7504000001,164175.92064000003,264799.872,20.41111111111111
11,2011-03-04,1399456.99,0,66.5,3.288,217.1716979,7.551,1497418.9793,400244.69914,545788.2261,173532.66676,279891.39800000004,19.166666666666668
11,2011-03-11,1314557.31,0,63.29,3.459,217.4653683,7.551,1406576.3217000002,375963.39066,512677.3509,163005.10644,262911.46200000006,17.383333333333333
11,2011-03-18,1391813.69,0,70.17,3.488,217.7235226,7.551,1489240.6483,398058.71533999994,542807.3391,172584.89755999998,278362.7380000001,21.20555555555556
11,2011-03-25,1229777.24,0,73.74,3.473,217.9674705,7.551,1315861.6468,351716.29063999996,479613.1236,152492.37776,245955.4480000001,23.188888888888886
11,2011-04-01,1258674.12,0,69.1,3.524,218.2114184,7.574,1346781.3084000002,359980.79832,490882.90680000006,156075.59088,251734.82400000002,20.611111111111107
11,2011-04-08,1327401.06,0,73.57,3.622,218.4553663,7.574,1420319.1342000002,379636.70316,517686.4134,164597.73144,265480.21200000006,23.09444444444444
11,2011-04-15,1312905.8,0,76.64,3.743,218.6788642,7.574,1404809.2060000002,375491.0588,512033.26200000005,162800.3192,262581.1599999999,24.799999999999997
11,2011-04-22,1388118.53,0,78.31,3.807,218.851237,7.574,1485286.8271,397001.89957999997,541366.2267,172126.69772,277623.706,25.727777777777778
11,2011-04-29,1357589.89,0,79.97,3.81,219.0236099,7.574,1452621.1823,388270.70853999996,529460.0571,168341.14635999998,271517.9780000001,26.65
11,2011-05-06,1331453.41,0,71.39,3.906,219.1959827,7.574,1424655.1487,380795.67525999993,519266.8299,165100.22284,266290.68200000003,21.883333333333333
11,2011-05-13,1277959.42,0,80.93,3.899,219.3683556,7.574,1367416.5794,365496.39411999995,498404.1738,158466.96808,255591.88399999996,27.183333333333337
11,2011-05-20,1239466.97,0,76.97,3.907,219.127216,7.574,1326229.6579,354487.55341999995,483392.11830000003,153693.90428,247893.39399999997,24.983333333333334
11,2011-05-27,1216876.52,0,85.61,3.786,218.8860765,7.574,1302057.8764000002,348026.68471999996,474581.84280000004,150892.68848,243375.304,29.783333333333335
11,2011-06-03,1343637.0,0,86.14,3.699,218.6449369,7.574,1437691.59,384280.182,524018.43,166610.988,268727.3999999999,30.077777777777776
11,2011-06-10,1314626.75,0,85.79,3.648,218.4037974,7.574,1406650.6225,375983.25049999997,512704.4325,163013.717,262925.3500000001,29.88333333333334
11,2011-06-17,1337506.74,0,87.9,3.637,218.3551748,7.574,1431132.2118000002,382526.92763999995,521627.6286,165850.83576,267501.348,31.055555555555557
11,2011-06-24,1254587.84,0,86.13,3.594,218.45094,7.574,1342408.9888000002,358812.12224,489289.25760000007,155568.89216000002,250917.56799999997,30.07222222222222
11,2011-07-01,1297472.06,0,86.43,3.524,218.5467052,7.567,1388295.1042000002,371077.00915999996,506014.1034,160886.53544,259494.412,30.238888888888894
11,2011-07-08,1334627.96,0,87.17,3.48,218.6424704,7.567,1428051.9172,381703.59656,520504.9044,165493.86703999998,266925.59199999995,30.650000000000002
11,2011-07-15,1266546.73,0,88.3,3.575,218.7275216,7.567,1355205.0011,362232.36477999995,493953.2247,157051.79452,253309.34600000002,31.27777777777778
11,2011-07-22,1290576.44,0,87.8,3.651,218.7857881,7.567,1380916.7908,369104.86183999997,503324.8116,160031.47856,258115.28799999994,31.0
11,2011-07-29,1212938.67,0,89.46,3.682,218.8440545,7.567,1297844.3769,346900.4596199999,473046.08129999996,150404.39508,242587.73400000017,31.922222222222217
11,2011-08-05,1403198.94,0,90.04,3.684,218.9023209,7.567,1501422.8658,401314.89683999994,547247.5866,173996.66856,280639.78799999994,32.24444444444445
11,2011-08-12,1354188.43,0,90.3,3.638,218.9605873,7.567,1448981.6201,387297.89097999997,528133.4876999999,167919.36531999998,270837.686,32.388888888888886
11,2011-08-19,1484169.74,0,89.51,3.554,219.023271,7.567,1588061.6218,424472.54563999997,578826.1986,184037.04776,296833.9480000001,31.950000000000003
11,2011-08-26,1304706.75,0,89.09,3.523,219.0866908,7.567,1396036.2225000001,373146.13049999997,508835.6325,161783.637,260941.34999999998,31.716666666666672
11,2011-09-02,1297792.41,0,91.44,3.533,219.1501106,7.567,1388637.8787,371168.62925999996,506139.0399,160926.25884,259558.48199999996,33.02222222222222
11,2011-09-09,1249439.95,1,84.91,3.546,219.2135305,7.567,1336900.7465000001,357339.8256999999,487281.5805,154930.5538,249887.9900000001,29.39444444444444
11,2011-09-16,1270816.01,0,85.11,3.526,219.3972867,7.567,1359773.1307,363453.37886,495618.2439,157581.18524,254163.20200000005,29.505555555555556
11,2011-09-23,1235775.15,0,82.14,3.467,219.7414914,7.567,1322279.4105,353431.69289999997,481952.3085,153236.1186,247155.03000000003,27.855555555555554
11,2011-09-30,1190515.83,0,84.4,3.355,220.085696,7.567,1273851.9381000001,340487.52738,464301.17370000004,147623.96292000002,238103.16599999997,29.11111111111111
11,2011-10-07,1346271.06,0,76.97,3.285,220.4299007,7.197,1440510.0342,385033.52316,525045.7134,166937.61144,269254.21200000006,24.983333333333334
